OBJECTID,shortest_dist
24346,1318.68
24347,1280.37
24348,1176.08
24349,1391.12
24350,738.04
24351,1649.08
24352,1648.72
24353,1223.81
24354,547.05
24355,1363.16
24356,1027.91
24357,1222.02
24358,1743.27
24359,1640.56
24360,1768.93
24361,1647.6
24362,1645.56
24363,592.26
24364,147.45
24365,1263.31
24366,1565.97
24367,652.99
24368,1650.28
24369,1638.1
24370,1766.13
24371,1268.75
24372,510.15
24373,524.31
24374,1064.14
24375,1650.33
24376,1683.53
24377,1260.96
24378,572.75
24379,650.15
24380,1162.67
24381,1652.28
24382,1615.28
24383,1168.29
24384,1646.5
24385,1710.5
24386,1310.01
24387,2968.96
24388,1634.31
24389,1605.41
24390,1667.15
24391,1767.52
24392,3070.71
24393,1018.95
24394,1261.63
24395,1646.19
24396,592.53
24397,1659.85
24398,1438.1
24399,523.44
24400,829.83
24401,1172.26
24402,553.07
24403,1260.57
24404,1266.59
24405,857.9
24406,652.6
24407,2723.65
24408,1625.1
24409,526.01
24410,1320.6
24411,2966.71
24412,1244.56
24413,1210.9
24414,1608.08
24415,1733.62
24416,1185.93
24417,1411.93
24418,1570.55
24419,3092.83
24420,1646.49
24421,1297.22
24422,1779.4
24423,1373.17
24424,1372.22
24425,1380.36
24426,1394.47
24427,526.65
24428,1601.03
24429,1647.75
24430,1270.23
24431,1301.47
24432,1740.92
24433,1341.63
24434,1029.93
24435,1167.76
24436,1643.02
24437,1015.55
24438,1393.35
24439,1425.48
24440,996.3
24441,502.68
24442,1633.85
24443,1279.04
24444,1639.17
24445,1300.34
24446,1625.48
24447,835.15
24448,1736.98
24449,559.2
24450,713.73
24451,1163.14
24452,611.09
24453,2878.24
24454,1604.28
24455,527.44
24456,1300.9
24457,1260.85
24458,1310.36
24459,1634.61
24460,1681.66
24461,849.36
24462,1269.65
24463,1271.4
24464,1651.29
24465,559.87
24466,1634.45
24467,1314.26
24468,1232.28
24469,1655.23
24470,510.51
24471,878.27
24472,1046.38
24473,1297.11
24474,1399.49
24475,504.12
24476,1596.44
24477,1615.77
24478,1568.83
24479,513.17
24480,1259.09
24481,1234.41
24482,594.11
24483,1381.22
24484,1402.13
24485,1320.38
24486,1636.9
24487,1692.11
24488,1302.05
24489,1647.7
24490,1623.37
24491,1644.6
24492,1608.46
24493,1388.87
24494,828.8
24495,512.67
24496,1386.91
24497,649.87
24498,1390.78
24499,1404.81
24500,1444.99
24501,1788.89
24502,566.19
24503,553.24
24504,1140.95
24505,1402.62
24506,721.01
24507,155.29
24508,1137.97
24509,1143.11
24510,1320.86
24511,1289.68
24512,437.92
24513,1790.15
24514,1760.6
24515,1393.72
24516,1430.49
24517,1438.49
24518,1772.06
24519,824.9
24520,1641.07
24521,1674.06
24522,1142.8
24523,1771.38
24524,943.77
24525,1670.23
24526,659.22
24527,845.61
24528,715.02
24529,1774.01
24530,814.98
24531,1390.47
24532,1387.19
24533,1391.64
24534,1400.24
24535,1429.86
24536,1421.73
24537,543.26
24538,550.69
24539,703.06
24540,950.52
24541,613.13
24542,1631.99
24543,149.01
24544,1314.47
24545,523.02
24546,1647.36
24547,710.39
24548,1396.39
24549,1395.26
24550,1398.37
24551,1370.17
24552,1400.55
24553,1421.01
24554,655.29
24555,1633.25
24556,711.95
24557,1288.7
24558,1784.48
24559,1307.21
24560,150.25
24561,653.95
24562,815.77
24563,4104.99
24564,4110.74
24565,4111.07
24566,4112.13
24567,641.2
24568,970.27
24569,154.0
24570,561.52
24571,560.31
24572,558.85
24573,1633.5
24574,553.5
24575,1641.27
24576,1789.88
24577,150.06
24578,641.55
24579,542.82
24580,150.71
24581,538.48
24582,1392.81
24583,1397.6
24584,1368.02
24585,1401.28
24586,1427.56
24587,1626.38
24588,555.8
24589,1784.31
24590,1390.95
24591,1437.91
24592,556.3
24593,531.55
24594,1633.43
24595,644.7
24596,584.89
24597,1779.99
24598,712.27
24599,150.06
24600,708.23
24601,1787.19
24602,1773.57
24603,1771.35
24604,1772.8
24605,1769.62
24606,1770.03
24607,815.88
24608,814.31
24609,813.58
24610,1381.23
24611,1400.07
24612,1401.95
24613,1440.88
24614,1441.21
24615,1631.88
24616,1634.51
24617,1777.32
24618,1649.22
24619,1779.18
24620,149.5
24621,1784.8
24622,1634.74
24623,659.37
24624,818.19
24625,1633.11
24626,1634.89
24627,1622.85
24628,1625.7
24629,1633.42
24630,1617.68
24631,1622.97
24632,1634.86
24633,640.93
24634,1622.84
24635,1630.56
24636,149.34
24637,149.69
24638,149.62
24639,156.04
24640,155.15
24641,1636.07
24642,1633.54
24643,1630.7
24644,154.97
24645,149.9
24646,151.09
24647,155.08
24648,816.15
24649,1406.54
24650,2965.41
24651,1415.57
24652,1527.92
24653,1123.14
24654,1621.47
24655,1587.46
24656,1315.99
24657,1312.61
24658,1600.14
24659,1400.59
24660,1445.56
24661,1694.53
24662,2966.41
24663,1532.35
24664,1378.88
24665,1597.43
24666,1575.02
24667,1530.67
24668,1326.91
24669,1312.59
24670,1551.67
24671,1505.35
24672,1575.3
24673,1477.92
24674,1720.44
24675,1703.62
24676,1624.95
24677,1704.21
24678,1333.01
24679,1438.31
24680,1469.37
24681,1546.08
24682,3041.39
24683,1551.83
24684,3113.62
24685,1680.75
24686,1688.42
24687,1548.79
24688,1397.2
24689,1402.78
24690,1498.62
24691,1535.08
24692,1235.92
24693,1389.92
24694,1307.88
24695,1340.22
24696,1498.37
24697,3070.04
24698,1466.19
24699,1595.38
24700,1484.88
24701,1592.34
24702,1587.06
24703,1407.31
24704,1327.69
24705,1344.88
24706,1578.11
24707,1534.25
24708,1443.8
24709,2992.58
24710,1227.08
24711,1573.05
24712,1650.07
24713,1456.19
24714,1296.48
24715,2875.93
24716,1332.82
24717,2928.58
24718,1540.01
24719,1646.49
24720,1579.88
24721,832.41
24722,2581.44
24723,1654.0
24724,1477.99
24725,2892.91
24726,2994.54
24727,1624.8
24728,1218.74
24729,1722.64
24730,1624.0
24731,1316.96
24732,1333.35
24733,1691.95
24734,2822.97
24735,1626.87
24736,2771.17
24737,3127.38
24738,1380.95
24739,1590.02
24740,1341.14
24741,1546.03
24742,1292.53
24743,1260.71
24744,945.16
24745,1306.61
24746,2582.15
24747,1334.0
24748,1566.07
24749,1281.1
24750,1266.31
24751,1342.91
24752,1758.28
24753,1551.3
24754,1330.21
24755,2776.95
24756,2813.7
24757,1572.49
24758,1572.74
24759,1739.3
24760,1333.05
24761,1321.28
24762,3036.63
24763,1613.32
24764,1481.82
24765,1352.36
24766,1702.36
24767,1628.7
24768,3114.11
24769,1529.18
24770,1166.1
24771,1315.05
24772,2952.54
24773,1656.27
24774,1597.87
24775,1351.43
24776,1745.89
24777,1196.23
24778,2893.06
24779,1721.1
24780,1749.84
24781,1273.85
24782,1286.09
24783,1598.34
24784,2907.0
24785,1485.02
24786,1651.69
24787,1727.41
24788,1703.38
24789,1654.23
24790,1750.68
24791,1748.44
24792,1475.59
24793,1732.72
24794,1548.3
24795,1545.89
24796,1489.31
24797,3041.87
24798,1242.09
24799,2941.44
24800,1614.35
24801,1347.18
24802,1387.65
24803,2883.86
24804,1334.01
24805,2939.0
24806,1616.49
24807,1342.7
24808,1687.56
24809,1742.36
24810,1752.17
24811,1437.68
24812,1230.63
24813,730.42
24814,1271.35
24815,1624.44
24816,1564.51
24817,1327.12
24818,1626.89
24819,1680.72
24820,1381.75
24821,1303.7
24822,1336.13
24823,1546.95
24824,1015.76
24825,1345.22
24826,1723.07
24827,2875.69
24828,1346.61
24829,1594.84
24830,1069.49
24831,1299.16
24832,1656.65
24833,1518.14
24834,1662.43
24835,1360.83
24836,1440.8
24837,2885.82
24838,1678.95
24839,1761.33
24840,1350.92
24841,1298.93
24842,1549.79
24843,1450.49
24844,1423.54
24845,1769.58
24846,1708.86
24847,1619.74
24848,1352.29
24849,841.19
24850,1595.13
24851,1399.35
24852,1667.13
24853,1603.38
24854,1103.43
24855,1571.97
24856,1246.4
24857,1748.75
24858,1558.99
24859,1716.62
24860,1374.05
24861,1703.36
24862,1649.67
24863,1293.63
24864,981.43
24865,1756.58
24866,1633.15
24867,1586.65
24868,1310.84
24869,1061.61
24870,3007.24
24871,1591.0
24872,1770.73
24873,1685.52
24874,1390.41
24875,1294.78
24876,3103.55
24877,1759.44
24878,1663.57
24879,996.04
24880,1366.37
24881,1579.67
24882,654.52
24883,1672.79
24884,2785.83
24885,1656.09
24886,1674.6
24887,1293.98
24888,1595.87
24889,1602.7
24890,1558.71
24891,1367.53
24892,1643.55
24893,1311.41
24894,1386.3
24895,1647.86
24896,1606.76
24897,1304.89
24898,2853.01
24899,1631.44
24900,1363.11
24901,3095.8
24902,1452.0
24903,1599.15
24904,1754.22
24905,1367.61
24906,1404.91
24907,1742.6
24908,1574.41
24909,1617.17
24910,1674.26
24911,1644.51
24912,1295.46
24913,1600.54
24914,1371.56
24915,1251.5
24916,1766.21
24917,1636.28
24918,1362.8
24919,1521.27
24920,1301.01
24921,1424.06
24922,1558.22
24923,1307.44
24924,1029.79
24925,1670.08
24926,1298.27
24927,1620.95
24928,1372.1
24929,1615.84
24930,1774.21
24931,1649.35
24932,842.49
24933,1729.2
24934,1698.69
24935,1611.01
24936,1327.6
24937,1634.57
24938,1662.98
24939,1346.2
24940,1423.11
24941,2856.33
24942,1014.34
24943,1770.37
24944,1234.8
24945,1322.32
24946,1402.23
24947,1174.17
24948,1202.77
24949,1227.83
24950,1585.54
24951,1603.12
24952,1413.03
24953,1449.4
24954,1622.07
24955,1663.64
24956,1335.37
24957,1626.18
24958,1620.15
24959,2901.65
24960,1690.64
24961,1565.95
24962,1341.51
24963,1347.46
24964,1356.23
24965,1360.41
24966,1252.65
24967,1272.12
24968,2680.24
24969,823.57
24970,1029.3
24971,1263.0
24972,1596.33
24973,1361.31
24974,1674.82
24975,1220.69
24976,1627.12
24977,1414.08
24978,1301.49
24979,1427.76
24980,1322.41
24981,1099.57
24982,1534.02
24983,1343.11
24984,1352.33
24985,1673.55
24986,1769.85
24987,1348.99
24988,1254.5
24989,1643.22
24990,1625.81
24991,1644.41
24992,1652.31
24993,1543.06
24994,1310.87
24995,1148.13
24996,1573.98
24997,1562.09
24998,1619.01
24999,1455.58
25000,1690.85
25001,1607.57
25002,1257.89
25003,1737.74
25004,1654.04
25005,1651.51
25006,1551.9
25007,1643.6
25008,1257.97
25009,1374.84
25010,2776.18
25011,1638.65
25012,1647.17
25013,1647.1
25014,1599.27
25015,1308.61
25016,1221.49
25017,1778.75
25018,505.71
25019,1677.99
25020,1751.68
25021,1671.49
25022,1633.17
25023,2960.71
25024,1624.2
25025,1585.5
25026,1168.47
25027,561.05
25028,1350.04
25029,1636.59
25030,1530.72
25031,1635.05
25032,1576.39
25033,147.84
25034,1397.17
25035,1433.64
25036,589.39
25037,524.43
25038,1628.17
25039,1529.3
25040,1667.62
25041,1158.79
25042,1549.55
25043,3148.2
25044,1317.12
25045,1639.82
25046,1355.95
25047,1450.52
25048,1497.43
25049,1177.1
25050,1689.53
25051,603.09
25052,1286.45
25053,1645.12
25054,626.54
25055,1393.81
25056,1651.64
25057,1028.21
25058,1407.24
25059,600.39
25060,149.26
25061,1652.85
25062,2780.98
25063,1653.44
25064,1701.02
25065,1776.91
25066,1573.54
25067,1657.35
25068,1603.29
25069,1648.73
25070,1652.59
25071,1743.84
25072,1034.28
25073,1749.11
25074,679.93
25075,1587.39
25076,1647.37
25077,1314.91
25078,1407.83
25079,1548.36
25080,1750.1
25081,1041.4
25082,1264.99
25083,1334.44
25084,1250.04
25085,1653.5
25086,1264.92
25087,1609.11
25088,1602.42
25089,1432.22
25090,1634.13
25091,1300.46
25092,853.25
25093,512.0
25094,1664.48
25095,1655.71
25096,1671.14
25097,410.78
25098,1625.32
25099,1644.25
25100,598.94
25101,1679.0
25102,1649.83
25103,1304.96
25104,1540.02
25105,1661.09
25106,1388.99
25107,411.77
25108,1006.15
25109,1634.05
25110,1664.15
25111,1572.62
25112,1615.64
25113,848.18
25114,1247.43
25115,1400.73
25116,836.78
25117,1653.56
25118,1671.81
25119,1642.52
25120,1034.81
25121,1277.61
25122,1586.22
25123,1446.07
25124,1638.74
25125,1626.39
25126,1627.17
25127,1789.5
25128,1220.82
25129,1405.57
25130,1423.32
25131,1599.95
25132,1595.03
25133,1274.22
25134,1246.38
25135,1595.73
25136,846.47
25137,1293.55
25138,3005.11
25139,1678.09
25140,1284.13
25141,1640.02
25142,559.83
25143,1719.41
25144,642.1
25145,1706.49
25146,1393.04
25147,1438.01
25148,1447.01
25149,1597.96
25150,1414.3
25151,1267.84
25152,526.05
25153,1573.19
25154,3019.28
25155,687.27
25156,523.99
25157,1513.69
25158,634.21
25159,593.74
25160,1600.55
25161,1649.51
25162,1487.61
25163,1632.86
25164,1031.38
25165,839.26
25166,1631.82
25167,1590.13
25168,1221.64
25169,1579.87
25170,1121.04
25171,907.44
25172,1399.41
25173,1277.25
25174,587.06
25175,1513.32
25176,1414.97
25177,1599.46
25178,1619.81
25179,633.39
25180,877.57
25181,1184.01
25182,872.57
25183,1625.29
25184,1649.79
25185,1733.13
25186,1299.92
25187,1568.96
25188,1571.85
25189,1681.61
25190,150.57
25191,1255.87
25192,502.54
25193,878.97
25194,1589.67
25195,1270.15
25196,3018.7
25197,1433.58
25198,1441.84
25199,1293.69
25200,1634.62
25201,1687.75
25202,1626.67
25203,879.91
25204,1434.74
25205,885.87
25206,1631.48
25207,1730.93
25208,638.13
25209,1635.34
25210,1771.87
25211,829.85
25212,1612.1
25213,1688.33
25214,1390.7
25215,650.33
25216,1769.81
25217,1616.83
25218,1701.74
25219,1784.41
25220,1319.24
25221,644.22
25222,523.11
25223,1756.76
25224,1429.43
25225,1780.78
25226,1255.78
25227,825.66
25228,633.33
25229,523.68
25230,541.33
25231,1394.87
25232,1445.82
25233,1626.52
25234,639.77
25235,1774.13
25236,1767.9
25237,1772.37
25238,1315.62
25239,535.62
25240,1389.9
25241,1428.18
25242,1636.44
25243,1756.23
25244,526.58
25245,414.19
25246,1772.77
25247,1402.14
25248,1624.55
25249,523.58
25250,600.8
25251,520.77
25252,152.26
25253,886.93
25254,599.97
25255,537.83
25256,1427.14
25257,1388.29
25258,1428.91
25259,1434.04
25260,652.58
25261,1626.49
25262,1624.23
25263,1627.68
25264,565.68
25265,987.54
25266,156.43
25267,640.08
25268,530.47
25269,506.45
25270,521.08
25271,567.79
25272,558.84
25273,709.84
25274,713.83
25275,522.05
25276,532.0
25277,1779.89
25278,1770.48
25279,1770.97
25280,1623.01
25281,1624.29
25282,537.91
25283,709.83
25284,1392.74
25285,1395.37
25286,1367.62
25287,1401.11
25288,1410.68
25289,1405.29
25290,1405.69
25291,1405.34
25292,1414.35
25293,1444.69
25294,1476.28
25295,653.64
25296,654.62
25297,656.31
25298,654.21
25299,1626.34
25300,1628.57
25301,1638.08
25302,1636.83
25303,1633.52
25304,708.74
25305,511.29
25306,513.58
25307,4112.59
25308,4112.38
25309,1771.72
25310,509.09
25311,1760.96
25312,567.69
25313,558.67
25314,635.9
25315,1623.94
25316,1637.83
25317,719.45
25318,592.36
25319,1761.78
25320,520.46
25321,589.79
25322,641.6
25323,149.44
25324,556.4
25325,1626.87
25326,1771.59
25327,1634.74
25328,653.11
25329,561.77
25330,1393.42
25331,1392.39
25332,1397.84
25333,1414.34
25334,1402.88
25335,1427.56
25336,1430.73
25337,1440.75
25338,1442.0
25339,1439.85
25340,1437.27
25341,1430.33
25342,1440.7
25343,1445.78
25344,1450.02
25345,1628.34
25346,1630.23
25347,149.4
25348,1623.27
25349,1622.0
25350,1621.77
25351,1637.35
25352,628.15
25353,1630.84
25354,642.13
25355,522.31
25356,149.9
25357,816.18
25358,1630.04
25359,641.33
25360,712.53
25361,711.35
25362,1777.77
25363,1775.66
25364,1775.41
25365,1771.77
25366,1772.41
25367,1624.64
25368,1622.12
25369,1625.19
25370,1625.24
25371,1626.09
25372,1626.35
25373,1629.4
25374,1631.07
25375,1630.91
25376,1632.78
25377,1634.17
25378,1632.53
25379,1634.58
25380,1636.72
25381,1637.49
25382,815.73
25383,814.14
25384,1635.27
25385,1629.32
25386,1637.15
25387,1652.25
25388,1651.6
25389,1654.36
25390,1651.12
25391,1645.16
25392,1641.04
25393,1630.62
25394,1620.47
25395,1619.28
25396,1611.01
25397,1621.26
25398,155.32
25399,816.77
25400,150.45
25401,654.25
25402,1623.73
25403,1619.06
25404,1631.12
25405,1638.18
25406,1626.78
25407,1630.2
25408,1632.36
25409,1638.24
25410,815.31
25411,815.04
25412,815.39
25413,818.3
25414,653.41
25415,817.76
25416,1695.83
25417,1461.3
25418,1735.78
25419,2611.89
25420,1459.1
25421,1304.71
25422,1763.08
25423,1495.02
25424,2551.43
25425,1404.46
25426,1438.95
25427,1454.86
25428,1748.49
25429,1479.06
25430,1436.85
25431,1417.09
25432,1418.8
25433,2856.61
25434,1477.97
25435,2575.05
25436,2897.83
25437,1244.46
25438,1564.17
25439,1377.78
25440,716.02
25441,1596.31
25442,1534.92
25443,1290.09
25444,1291.62
25445,1316.62
25446,1491.52
25447,1333.88
25448,1541.61
25449,1578.61
25450,1402.83
25451,1438.81
25452,1392.14
25453,1384.8
25454,1439.13
25455,2870.24
25456,1541.8
25457,1579.22
25458,1403.34
25459,1429.49
25460,2888.58
25461,1321.95
25462,1766.2
25463,1413.61
25464,1345.62
25465,1469.35
25466,1394.76
25467,1756.5
25468,1592.46
25469,1299.88
25470,1427.45
25471,1468.01
25472,1456.01
25473,1433.24
25474,1058.58
25475,1568.23
25476,1500.25
25477,1406.21
25478,1330.48
25479,2657.39
25480,1442.36
25481,1505.41
25482,1583.05
25483,1393.62
25484,1456.25
25485,709.06
25486,1229.61
25487,1654.37
25488,1649.8
25489,1648.02
25490,2908.02
25491,1187.01
25492,1519.1
25493,1532.98
25494,1263.87
25495,1424.43
25496,1348.99
25497,1547.07
25498,1483.81
25499,1710.48
25500,746.08
25501,1255.33
25502,1462.45
25503,2919.14
25504,1701.4
25505,1281.21
25506,1717.57
25507,1475.63
25508,1724.88
25509,1201.38
25510,1496.49
25511,1326.18
25512,1390.64
25513,1403.55
25514,1394.31
25515,1297.66
25516,1368.89
25517,1479.06
25518,1566.8
25519,1402.52
25520,1691.49
25521,3004.64
25522,1461.32
25523,1354.34
25524,1538.4
25525,1423.85
25526,1300.92
25527,1415.14
25528,1395.01
25529,1533.89
25530,1357.2
25531,1058.84
25532,1313.44
25533,1302.94
25534,1381.45
25535,1230.86
25536,3160.94
25537,1368.79
25538,2985.25
25539,1466.44
25540,1446.57
25541,1384.16
25542,2542.16
25543,1524.04
25544,1451.7
25545,1384.06
25546,1737.07
25547,1456.48
25548,1322.13
25549,2973.21
25550,1497.93
25551,1733.01
25552,1372.45
25553,1267.13
25554,1338.15
25555,1292.56
25556,720.37
25557,1299.04
25558,1385.96
25559,1390.12
25560,703.5
25561,3163.44
25562,1584.07
25563,1456.51
25564,1308.54
25565,1515.2
25566,1249.99
25567,1496.41
25568,1604.9
25569,1559.4
25570,1398.7
25571,1101.23
25572,1398.72
25573,1597.44
25574,1332.92
25575,846.39
25576,1471.51
25577,1209.25
25578,1230.31
25579,2874.14
25580,1475.64
25581,1226.8
25582,1683.99
25583,1610.11
25584,1652.65
25585,1171.96
25586,1125.23
25587,1289.65
25588,1326.99
25589,1572.0
25590,1306.89
25591,1310.81
25592,1239.19
25593,1740.69
25594,1241.01
25595,1410.58
25596,1240.77
25597,1696.04
25598,1007.11
25599,1248.0
25600,1356.53
25601,2871.94
25602,1479.86
25603,1685.59
25604,1597.4
25605,775.86
25606,1365.83
25607,1312.91
25608,1283.47
25609,1696.24
25610,1618.32
25611,1340.14
25612,1401.46
25613,1305.41
25614,1452.08
25615,1356.57
25616,1452.64
25617,1257.61
25618,1329.42
25619,1445.21
25620,1150.25
25621,1336.94
25622,1383.02
25623,1212.16
25624,1376.48
25625,1519.41
25626,1760.55
25627,1758.08
25628,2855.03
25629,1178.28
25630,1321.46
25631,1278.04
25632,1448.92
25633,1630.23
25634,1606.41
25635,1739.68
25636,1485.85
25637,1129.2
25638,1247.39
25639,1257.21
25640,1249.68
25641,1285.34
25642,1211.92
25643,738.56
25644,2888.06
25645,1710.49
25646,1052.97
25647,1706.19
25648,3171.97
25649,1548.59
25650,1684.52
25651,1057.57
25652,1625.85
25653,1425.19
25654,1502.48
25655,2502.2
25656,2896.63
25657,1560.13
25658,2950.38
25659,1502.2
25660,1294.82
25661,1461.36
25662,1581.24
25663,1650.68
25664,1601.15
25665,1309.29
25666,1726.18
25667,1401.88
25668,1634.43
25669,1649.39
25670,1516.93
25671,1754.8
25672,1614.65
25673,1668.94
25674,1339.46
25675,1629.01
25676,1746.76
25677,1500.61
25678,1230.39
25679,1368.2
25680,1627.51
25681,1271.84
25682,1674.62
25683,1380.11
25684,1646.04
25685,1302.34
25686,584.98
25687,2950.92
25688,1326.14
25689,1340.46
25690,1346.59
25691,1053.11
25692,1339.94
25693,1469.98
25694,1221.48
25695,1019.98
25696,1767.63
25697,1287.37
25698,1296.49
25699,1072.53
25700,1743.59
25701,1393.88
25702,1360.6
25703,1654.67
25704,1301.17
25705,2796.13
25706,1310.86
25707,1375.68
25708,1652.73
25709,1384.8
25710,1332.35
25711,1594.22
25712,1589.42
25713,1338.02
25714,1410.34
25715,1632.53
25716,1643.9
25717,740.5
25718,1289.77
25719,981.86
25720,1685.5
25721,1608.54
25722,1569.53
25723,1344.61
25724,1355.11
25725,1657.23
25726,1342.86
25727,1476.21
25728,1539.98
25729,1626.34
25730,1648.01
25731,1576.99
25732,1521.42
25733,1319.97
25734,1123.32
25735,1311.52
25736,1378.87
25737,1685.88
25738,1224.35
25739,1679.9
25740,1296.66
25741,1328.97
25742,673.89
25743,1279.44
25744,1523.58
25745,1344.28
25746,1330.25
25747,1593.41
25748,1353.6
25749,1440.14
25750,1676.12
25751,1263.82
25752,1307.61
25753,1629.55
25754,1217.35
25755,1271.32
25756,1173.25
25757,2953.93
25758,1318.83
25759,1335.63
25760,1463.03
25761,1332.39
25762,1644.52
25763,1312.77
25764,1648.74
25765,1748.09
25766,1202.64
25767,1616.38
25768,1068.24
25769,1116.77
25770,3167.44
25771,1364.61
25772,1394.38
25773,1431.49
25774,1646.76
25775,1540.21
25776,1582.21
25777,3085.56
25778,1659.18
25779,1393.91
25780,1266.14
25781,1437.95
25782,1639.92
25783,1242.23
25784,1343.09
25785,1676.68
25786,1266.98
25787,1643.11
25788,1551.38
25789,1671.91
25790,1381.39
25791,1542.51
25792,1071.87
25793,1709.64
25794,1241.51
25795,1382.39
25796,1074.26
25797,1750.77
25798,3056.37
25799,2867.57
25800,1702.55
25801,624.69
25802,1261.13
25803,1440.54
25804,1253.05
25805,1598.34
25806,3006.13
25807,1287.68
25808,1634.63
25809,1307.96
25810,1351.39
25811,1238.27
25812,1368.86
25813,3139.5
25814,1624.22
25815,1738.09
25816,1751.93
25817,1198.32
25818,1366.41
25819,1649.37
25820,1709.94
25821,1339.71
25822,1301.02
25823,1320.94
25824,1756.38
25825,1636.04
25826,634.02
25827,1342.51
25828,1416.64
25829,1603.81
25830,1408.34
25831,1337.15
25832,1298.59
25833,1724.25
25834,644.51
25835,834.5
25836,1160.03
25837,1272.71
25838,652.41
25839,1489.93
25840,1736.2
25841,1762.2
25842,1581.9
25843,1376.01
25844,1432.77
25845,1253.4
25846,1341.02
25847,1391.93
25848,2923.05
25849,1637.52
25850,1747.45
25851,1642.5
25852,1472.73
25853,1675.69
25854,1748.05
25855,1335.46
25856,1635.46
25857,1732.09
25858,1613.94
25859,1384.22
25860,1358.6
25861,1564.28
25862,1606.69
25863,1257.56
25864,987.12
25865,1528.6
25866,1307.98
25867,2740.6
25868,1300.74
25869,1644.38
25870,1277.36
25871,601.19
25872,1449.76
25873,1410.36
25874,1416.65
25875,1057.9
25876,1633.59
25877,1569.24
25878,1370.67
25879,1594.44
25880,1138.75
25881,1658.88
25882,1627.37
25883,1662.18
25884,1547.75
25885,1301.1
25886,1335.4
25887,1549.79
25888,1120.89
25889,1224.63
25890,1364.57
25891,1591.18
25892,1214.93
25893,1652.2
25894,1256.71
25895,1604.57
25896,1278.97
25897,1547.46
25898,1405.85
25899,1648.67
25900,1341.29
25901,1271.69
25902,1360.58
25903,989.53
25904,1283.52
25905,1651.18
25906,1245.18
25907,1398.33
25908,1624.34
25909,1140.82
25910,1693.57
25911,1662.87
25912,1206.65
25913,1772.82
25914,1287.47
25915,1294.2
25916,702.93
25917,638.18
25918,1350.71
25919,843.16
25920,1159.96
25921,1615.83
25922,851.85
25923,1291.42
25924,1630.06
25925,1620.34
25926,1373.65
25927,1404.31
25928,560.4
25929,1627.55
25930,759.56
25931,1022.61
25932,1372.28
25933,1753.44
25934,1517.29
25935,3141.63
25936,3084.4
25937,1770.81
25938,1255.85
25939,1630.68
25940,1363.86
25941,1641.64
25942,1349.95
25943,1705.83
25944,638.26
25945,1309.94
25946,1277.94
25947,1260.57
25948,524.03
25949,682.86
25950,1587.67
25951,1649.86
25952,1618.05
25953,1254.41
25954,1446.18
25955,1137.6
25956,1414.52
25957,1707.52
25958,1338.53
25959,1625.71
25960,1545.1
25961,1263.63
25962,1321.8
25963,850.19
25964,1564.89
25965,521.52
25966,1627.73
25967,1410.24
25968,1574.5
25969,1639.41
25970,1470.47
25971,1411.5
25972,1596.22
25973,948.48
25974,1397.71
25975,517.88
25976,1289.43
25977,1345.74
25978,1709.41
25979,1292.1
25980,2861.74
25981,2775.85
25982,1301.75
25983,1343.71
25984,1193.48
25985,1282.81
25986,1649.34
25987,1644.92
25988,1708.34
25989,1604.31
25990,1376.03
25991,1321.32
25992,1375.68
25993,1019.74
25994,1611.57
25995,1642.28
25996,1272.96
25997,1473.97
25998,1589.63
25999,890.58
26000,1422.39
26001,1397.58
26002,1441.21
26003,1392.22
26004,1405.31
26005,1420.52
26006,603.14
26007,600.26
26008,1174.7
26009,735.97
26010,1370.5
26011,1275.78
26012,1430.78
26013,1222.6
26014,1447.66
26015,1147.23
26016,148.18
26017,1372.03
26018,1674.72
26019,1635.64
26020,646.0
26021,1262.02
26022,1242.06
26023,1234.6
26024,1626.91
26025,1330.54
26026,1291.92
26027,992.27
26028,1410.12
26029,1250.24
26030,849.7
26031,1704.62
26032,1347.64
26033,1757.65
26034,1373.24
26035,1286.98
26036,3141.18
26037,1335.79
26038,1237.98
26039,1282.6
26040,1685.89
26041,1014.09
26042,1438.37
26043,1439.42
26044,1307.92
26045,1148.11
26046,623.04
26047,1418.39
26048,1202.03
26049,1771.57
26050,1635.96
26051,1370.84
26052,1603.07
26053,1741.3
26054,1640.32
26055,4103.76
26056,1470.58
26057,1256.81
26058,851.17
26059,1636.93
26060,1076.33
26061,1318.87
26062,1392.26
26063,1381.22
26064,592.73
26065,1304.39
26066,1267.7
26067,1625.42
26068,1747.48
26069,1139.07
26070,1310.64
26071,1296.39
26072,839.11
26073,1200.49
26074,1345.6
26075,526.34
26076,1625.69
26077,1246.02
26078,1639.35
26079,1599.83
26080,523.06
26081,1213.95
26082,1273.85
26083,1543.79
26084,3101.51
26085,1648.24
26086,1053.73
26087,1632.24
26088,3081.7
26089,1250.94
26090,586.48
26091,585.12
26092,1624.16
26093,1110.42
26094,1289.97
26095,1297.34
26096,1048.66
26097,1678.72
26098,1634.91
26099,1128.71
26100,1655.65
26101,1227.82
26102,1277.21
26103,1655.32
26104,1456.48
26105,563.53
26106,1622.84
26107,1032.89
26108,1433.29
26109,1235.34
26110,1320.23
26111,1474.07
26112,1268.97
26113,1389.25
26114,1107.8
26115,1034.52
26116,1606.19
26117,1095.43
26118,1306.01
26119,1141.4
26120,1769.78
26121,1040.09
26122,1283.32
26123,1627.77
26124,1242.41
26125,1521.88
26126,1600.28
