OBJECTID,shortest_dist
74296,851.29
74297,1691.48
74298,1244.93
74299,1586.13
74300,1369.08
74301,1733.44
74302,825.65
74303,1005.6
74304,731.4
74305,1054.69
74306,1338.95
74307,2975.68
74308,475.45
74309,1406.27
74310,2489.99
74311,966.72
74312,1650.6
74313,1373.02
74314,1709.66
74315,2956.78
74316,468.18
74317,2644.12
74318,1025.97
74319,1708.44
74320,1320.74
74321,1032.55
74322,925.71
74323,786.79
74324,1037.13
74325,1748.49
74326,1248.06
74327,1638.95
74328,614.04
74329,1303.77
74330,1160.2
74331,1637.82
74332,627.59
74333,868.3
74334,1248.22
74335,1301.92
74336,936.03
74337,1361.2
74338,1320.9
74339,1664.01
74340,1505.84
74341,1405.55
74342,836.56
74343,2735.49
74344,3074.17
74345,1687.42
74346,1297.5
74347,1674.89
74348,366.34
74349,3054.14
74350,1255.61
74351,1618.51
74352,2528.02
74353,838.72
74354,1321.07
74355,1674.8
74356,1703.56
74357,1495.76
74358,3106.1
74359,969.3
74360,1335.19
74361,2963.05
74362,1434.78
74363,3027.51
74364,1607.36
74365,1626.06
74366,682.0
74367,1371.93
74368,1175.6
74369,585.83
74370,1742.63
74371,1344.22
74372,1715.03
74373,1358.39
74374,1638.77
74375,1738.87
74376,1419.76
74377,1690.17
74378,835.97
74379,1577.83
74380,932.5
74381,617.63
74382,471.11
74383,880.69
74384,2629.17
74385,1338.26
74386,1316.63
74387,626.36
74388,1349.4
74389,915.35
74390,1207.78
74391,833.7
74392,2478.96
74393,1410.09
74394,1295.32
74395,1019.66
74396,1319.19
74397,1341.53
74398,1319.18
74399,1682.92
74400,815.98
74401,1607.64
74402,3064.73
74403,1581.08
74404,960.92
74405,1638.44
74406,1649.96
74407,1672.95
74408,1300.85
74409,1130.79
74410,1510.45
74411,2997.39
74412,1384.79
74413,1056.18
74414,1780.91
74415,878.08
74416,2525.26
74417,1749.31
74418,1272.92
74419,1703.79
74420,1659.98
74421,495.47
74422,363.76
74423,943.7
74424,482.47
74425,792.86
74426,1264.31
74427,873.59
74428,574.83
74429,2801.15
74430,1714.23
74431,1349.28
74432,2812.42
74433,434.46
74434,1327.43
74435,1189.06
74436,1226.49
74437,736.02
74438,1674.85
74439,1648.19
74440,1357.14
74441,586.32
74442,1160.72
74443,436.0
74444,1337.29
74445,1390.42
74446,840.26
74447,1492.8
74448,1345.26
74449,1709.36
74450,1774.58
74451,1065.29
74452,2608.62
74453,1291.38
74454,3088.91
74455,1729.78
74456,841.33
74457,1345.85
74458,503.91
74459,1599.12
74460,1115.2
74461,2505.09
74462,1464.86
74463,1434.64
74464,1336.24
74465,1706.72
74466,1700.04
74467,695.11
74468,1758.89
74469,2633.79
74470,512.04
74471,817.05
74472,1209.44
74473,763.95
74474,826.51
74475,1216.53
74476,2875.17
74477,840.0
74478,1377.48
74479,1747.88
74480,434.49
74481,1579.46
74482,1126.29
74483,2920.4
74484,2861.09
74485,772.28
74486,2825.98
74487,2604.06
74488,1190.24
74489,1018.67
74490,918.43
74491,1505.51
74492,1696.39
74493,2162.87
74494,1325.62
74495,690.15
74496,1037.85
74497,1510.82
74498,759.56
74499,1229.26
74500,1257.0
74501,1041.44
74502,424.07
74503,3165.09
74504,1736.53
74505,1717.82
74506,1479.77
74507,1045.82
74508,1031.61
74509,1255.86
74510,1020.25
74511,2664.6
74512,1646.02
74513,3183.67
74514,1250.24
74515,1714.43
74516,1139.51
74517,1218.04
74518,936.4
74519,3108.38
74520,2563.35
74521,184.04
74522,1715.02
74523,1686.53
74524,1489.63
74525,1420.26
74526,906.29
74527,3017.88
74528,410.8
74529,850.34
74530,798.48
74531,471.52
74532,507.86
74533,1740.95
74534,1686.73
74535,845.88
74536,858.9
74537,1693.16
74538,1046.26
74539,1555.87
74540,1400.18
74541,1481.61
74542,1345.53
74543,1468.8
74544,1337.07
74545,1247.02
74546,1514.19
74547,1468.17
74548,856.07
74549,824.41
74550,276.99
74551,857.32
74552,1180.84
74553,1306.51
74554,585.21
74555,1463.07
74556,1247.44
74557,674.31
74558,1202.7
74559,1249.21
74560,804.38
74561,1440.91
74562,1306.46
74563,1674.63
74564,406.48
74565,897.55
74566,1356.53
74567,1586.65
74568,857.75
74569,2576.59
74570,1716.63
74571,905.98
74572,2526.85
74573,2219.95
74574,607.11
74575,1297.32
74576,1245.22
74577,1708.78
74578,1172.58
74579,617.11
74580,912.92
74581,1562.26
74582,2764.35
74583,1618.63
74584,1646.28
74585,2766.64
74586,1362.27
74587,1352.66
74588,1495.95
74589,1380.04
74590,299.86
74591,1556.23
74592,1254.9
74593,855.44
74594,1268.93
74595,1272.93
74596,1664.59
74597,1681.26
74598,2584.55
74599,417.61
74600,1256.44
74601,1669.73
74602,947.83
74603,997.47
74604,1005.72
74605,1377.53
74606,1402.81
74607,1594.91
74608,2939.21
74609,1694.53
74610,2706.68
74611,1506.0
74612,839.7
74613,1353.74
74614,1722.51
74615,1340.87
74616,3111.63
74617,1683.91
74618,1443.73
74619,1592.37
74620,1737.2
74621,1339.21
74622,1337.86
74623,1595.22
74624,1460.54
74625,357.54
74626,1408.01
74627,1628.29
74628,1437.82
74629,2940.56
74630,1657.61
74631,1272.3
74632,1109.41
74633,1416.32
74634,1018.49
74635,827.58
74636,1347.27
74637,1611.79
74638,1694.22
74639,1303.26
74640,913.86
74641,2958.85
74642,1566.09
74643,1642.51
74644,1464.96
74645,1303.57
74646,1197.82
74647,1409.1
74648,1211.86
74649,793.26
74650,1651.99
74651,1247.12
74652,2656.63
74653,665.45
74654,1639.34
74655,1649.31
74656,1455.46
74657,793.15
74658,1641.14
74659,1439.86
74660,923.96
74661,2219.43
74662,1046.15
74663,1029.01
74664,1722.49
74665,482.57
74666,1357.2
74667,1363.04
74668,1035.99
74669,1246.07
74670,1584.44
74671,1443.13
74672,1233.94
74673,1449.08
74674,1342.94
74675,1659.28
74676,1361.37
74677,1254.92
74678,1335.86
74679,2579.95
74680,1676.33
74681,576.84
74682,1201.98
74683,349.07
74684,1283.53
74685,1158.11
74686,2819.1
74687,1063.46
74688,1586.15
74689,1691.05
74690,2573.69
74691,1655.55
74692,1345.89
74693,438.0
74694,1275.13
74695,1287.38
74696,1348.89
74697,3015.8
74698,844.01
74699,1624.03
74700,1593.09
74701,929.16
74702,1612.09
74703,2733.13
74704,569.08
74705,3104.42
74706,1593.4
74707,2633.88
74708,797.64
74709,1466.58
74710,824.02
74711,1402.97
74712,1205.75
74713,1705.86
74714,2648.02
74715,1685.44
74716,2597.57
74717,1727.07
74718,1275.03
74719,1312.5
74720,1596.85
74721,988.52
74722,2589.9
74723,909.76
74724,1014.28
74725,1598.63
74726,1438.41
74727,3160.08
74728,1752.77
74729,591.99
74730,2764.9
74731,3141.11
74732,1601.13
74733,1435.85
74734,1744.57
74735,832.48
74736,1216.5
74737,2877.4
74738,1343.09
74739,2989.18
74740,1380.03
74741,1659.64
74742,1371.13
74743,3060.13
74744,1689.0
74745,2736.45
74746,2890.01
74747,870.0
74748,1571.87
74749,1273.49
74750,1595.71
74751,1677.72
74752,381.03
74753,2680.69
74754,1410.53
74755,1714.33
74756,1677.71
74757,957.78
74758,1165.4
74759,1603.23
74760,1636.91
74761,1406.07
74762,1759.98
74763,1675.14
74764,951.77
74765,2761.98
74766,1350.21
74767,2884.49
74768,1609.84
74769,3084.96
74770,849.14
74771,827.27
74772,2631.93
74773,2795.54
74774,861.42
74775,827.93
74776,1373.55
74777,1252.01
74778,3144.88
74779,842.08
74780,1643.97
74781,492.64
74782,1570.07
74783,854.49
74784,1662.16
74785,1365.31
74786,794.49
74787,961.95
74788,2804.99
74789,1358.62
74790,1359.82
74791,823.95
74792,1217.53
74793,1340.33
74794,1370.07
74795,1364.59
74796,376.9
74797,1316.19
74798,1239.28
74799,996.6
74800,1334.9
74801,1223.42
74802,1715.41
74803,2948.13
74804,2627.32
74805,984.31
74806,799.29
74807,859.79
74808,790.24
74809,1444.62
74810,1430.7
74811,953.93
74812,428.08
74813,1750.85
74814,1352.29
74815,1324.25
74816,835.25
74817,627.17
74818,1696.58
74819,1161.06
74820,1371.05
74821,1712.47
74822,1388.46
74823,1675.74
74824,1737.64
74825,1300.41
74826,850.22
74827,1692.88
74828,2752.68
74829,574.46
74830,1198.45
74831,1126.02
74832,1222.1
74833,1283.48
74834,1364.21
74835,2715.69
74836,575.93
74837,1231.78
74838,1589.51
74839,1255.18
74840,1318.85
74841,1243.63
74842,1431.79
74843,1625.18
74844,1756.64
74845,1246.63
74846,599.5
74847,1648.5
74848,1042.97
74849,1608.02
74850,3172.6
74851,1135.64
74852,1566.36
74853,1594.48
74854,179.92
74855,1548.13
74856,1754.6
74857,1679.5
74858,848.1
74859,530.77
74860,1059.04
74861,1597.69
74862,1386.36
74863,1729.46
74864,1318.19
74865,1044.81
74866,1701.5
74867,1196.87
74868,1672.52
74869,1287.79
74870,829.27
74871,1663.14
74872,1760.26
74873,1772.5
74874,851.83
74875,449.93
74876,1393.29
74877,1326.43
74878,1726.81
74879,472.85
74880,1740.28
74881,616.97
74882,1420.07
74883,2960.87
74884,1682.91
74885,1159.41
74886,1322.43
74887,1042.07
74888,1070.99
74889,1342.88
74890,3016.55
74891,1230.71
74892,1716.65
74893,1585.76
74894,1278.12
74895,1723.6
74896,1378.46
74897,1119.98
74898,1097.06
74899,310.89
74900,1035.89
74901,1164.64
74902,1594.64
74903,1250.77
74904,825.22
74905,1723.06
74906,1461.34
74907,1707.93
74908,1641.43
74909,1437.98
74910,1655.56
74911,1090.06
74912,1322.71
74913,875.83
74914,1257.57
74915,2777.98
74916,1592.11
74917,964.42
74918,1451.55
74919,1298.75
74920,1228.21
74921,513.16
74922,535.09
74923,870.67
74924,1716.69
74925,1633.28
74926,948.81
74927,507.86
74928,3104.26
74929,1716.81
74930,1414.31
74931,1501.71
74932,803.73
74933,616.2
74934,396.36
74935,804.24
74936,1641.67
74937,1742.4
74938,2747.68
74939,1442.43
74940,1710.03
74941,3067.78
74942,932.52
74943,912.51
74944,388.52
74945,1449.12
74946,1658.77
74947,1618.63
74948,1288.06
74949,813.34
74950,1753.91
74951,930.25
74952,704.14
74953,870.11
74954,278.12
74955,1651.77
74956,1289.07
74957,1686.25
74958,1552.51
74959,1594.51
74960,987.12
74961,857.68
74962,1210.12
74963,1588.79
74964,1497.43
74965,381.61
74966,564.38
74967,1600.14
74968,936.28
74969,1269.3
74970,508.25
74971,1024.58
74972,1676.98
74973,1718.0
74974,1339.45
74975,478.42
74976,598.57
74977,1732.67
74978,1700.58
74979,809.51
74980,503.27
74981,1744.67
74982,1062.19
74983,875.38
74984,1483.23
74985,971.6
74986,1587.29
74987,1348.83
74988,920.54
74989,699.81
74990,1744.33
74991,2955.13
74992,1283.36
74993,1187.46
74994,1155.0
74995,494.4
74996,1117.71
74997,1302.75
74998,1600.89
74999,1253.87
75000,2477.75
75001,1233.42
75002,1156.97
75003,1333.72
75004,690.66
75005,655.48
75006,1702.43
75007,1448.51
75008,1304.81
75009,1343.07
75010,1020.76
75011,1283.67
75012,1227.86
75013,1297.52
75014,1299.55
75015,428.15
75016,1737.36
75017,1598.75
75018,1408.52
75019,1117.64
75020,1686.66
75021,1704.5
75022,1661.0
75023,1355.27
75024,1264.13
75025,841.02
75026,1206.02
75027,1754.84
75028,408.9
75029,1143.31
75030,887.9
75031,514.78
75032,3007.6
75033,1664.85
75034,1364.01
75035,1231.53
75036,1060.1
75037,821.42
75038,1608.81
75039,856.08
75040,868.4
75041,1574.97
75042,1678.65
75043,1440.8
75044,1629.92
75045,3041.99
75046,1646.3
75047,467.5
75048,1005.12
75049,1677.01
75050,1510.56
75051,2524.17
75052,1140.15
75053,2635.94
75054,1766.86
75055,1685.66
75056,380.75
75057,475.29
75058,449.94
75059,2933.38
75060,1318.25
75061,921.69
75062,1212.85
75063,1613.29
75064,1736.42
75065,1645.59
75066,831.39
75067,1655.8
75068,1188.51
75069,2996.43
75070,1690.75
75071,388.84
75072,1343.02
75073,2499.84
75074,1219.4
75075,1769.88
75076,1340.98
75077,874.22
75078,1644.55
75079,1145.94
75080,692.75
75081,753.29
75082,1065.73
75083,1356.96
75084,1495.93
75085,1258.93
75086,1589.69
75087,1688.75
75088,1461.03
75089,377.13
75090,1338.7
75091,1027.37
75092,1595.91
75093,843.98
75094,1561.53
75095,1292.6
75096,1007.96
75097,1633.26
75098,896.49
75099,814.77
75100,2993.22
75101,1169.09
75102,2847.46
75103,217.73
75104,916.08
75105,801.04
75106,1168.24
75107,1372.62
75108,1701.54
75109,817.94
75110,2732.12
75111,1316.83
75112,971.35
75113,886.85
75114,1038.07
75115,960.65
75116,1304.04
75117,3087.33
75118,1226.15
75119,1631.17
75120,820.55
75121,1689.66
75122,1214.12
75123,573.18
75124,1493.92
75125,1038.92
75126,868.57
75127,797.12
75128,1338.22
75129,1346.03
75130,1393.23
75131,939.14
75132,1717.9
75133,1457.77
75134,2836.18
75135,1467.87
75136,1155.44
75137,933.52
75138,1160.56
75139,803.13
75140,1706.63
75141,1177.58
75142,1458.04
75143,853.04
75144,1201.98
75145,1618.11
75146,436.59
75147,1680.06
75148,396.09
75149,1602.71
75150,846.05
75151,924.79
75152,916.05
75153,1603.45
75154,1717.95
75155,1385.88
75156,1588.39
75157,1378.21
75158,1303.33
75159,845.67
75160,941.25
75161,950.54
75162,816.83
75163,1676.94
75164,990.34
75165,839.05
75166,1299.52
75167,883.16
75168,3053.48
75169,624.86
75170,1163.31
75171,838.12
75172,1719.28
75173,1333.93
75174,1705.05
75175,481.93
75176,1578.59
75177,1277.07
75178,1251.88
75179,796.5
75180,432.96
75181,963.13
75182,1717.24
75183,1040.5
75184,980.65
75185,1214.67
75186,970.36
75187,473.61
75188,1552.97
75189,2662.59
75190,1272.13
75191,1597.61
75192,1066.72
75193,1749.03
75194,827.98
75195,1585.81
75196,2977.83
75197,1706.05
75198,1584.35
75199,1474.57
75200,1439.53
75201,644.68
75202,694.86
75203,934.72
75204,1585.79
75205,1687.01
75206,386.13
75207,446.02
75208,1416.32
75209,1450.39
75210,1750.28
75211,521.56
75212,1256.6
75213,1660.71
75214,2757.16
75215,790.91
75216,710.78
75217,653.04
75218,879.79
75219,1293.96
75220,758.12
75221,1355.43
75222,882.55
75223,828.2
75224,1591.72
75225,1216.78
75226,1456.32
75227,727.39
75228,1052.92
75229,1584.25
75230,1210.09
75231,704.77
75232,1570.38
75233,2641.03
75234,1710.41
75235,3007.81
75236,1225.31
75237,1007.9
75238,862.34
75239,1573.73
75240,620.75
75241,1545.78
75242,1741.56
75243,825.46
75244,1459.81
75245,1299.32
75246,509.12
75247,424.92
75248,2824.62
75249,1683.55
75250,958.05
75251,1335.3
75252,1245.34
75253,1454.89
75254,524.33
75255,756.81
75256,826.17
75257,1285.92
75258,856.78
75259,150.3
75260,433.41
75261,863.3
75262,2501.81
75263,1445.21
75264,1268.6
75265,844.67
75266,847.56
75267,2516.58
75268,1584.56
75269,825.61
75270,1391.92
75271,1663.95
75272,1588.42
75273,1713.97
75274,1385.0
75275,2947.36
75276,1436.32
75277,1564.0
75278,1294.61
75279,1443.78
75280,1588.62
75281,920.96
75282,1654.54
75283,842.86
75284,1214.34
75285,883.13
75286,1185.48
75287,802.38
75288,864.77
75289,1652.3
75290,1201.61
75291,1458.7
75292,1495.92
75293,1482.99
75294,1709.67
75295,1447.4
75296,1320.57
75297,1304.99
75298,1319.07
75299,724.47
75300,932.66
75301,940.79
75302,1294.95
75303,1755.77
75304,1646.44
75305,1071.45
75306,839.62
75307,1332.44
75308,1714.06
75309,1366.62
75310,1455.55
75311,154.13
75312,1687.22
75313,639.21
75314,1596.64
75315,1336.89
75316,851.34
75317,400.41
75318,1347.61
75319,1449.48
75320,2720.99
75321,1621.69
75322,1738.45
75323,804.81
75324,938.03
75325,820.34
75326,1403.34
75327,1422.09
75328,1357.65
75329,1273.91
75330,1601.04
75331,1286.69
75332,1354.68
75333,992.48
75334,1410.36
75335,1404.11
75336,1568.18
75337,865.12
75338,702.55
75339,1456.09
75340,765.62
75341,1581.87
75342,1679.56
75343,1230.78
75344,855.57
75345,398.98
75346,1598.37
75347,1261.39
75348,1601.8
75349,1441.5
75350,1656.86
75351,433.07
75352,1262.95
75353,861.96
75354,816.41
75355,849.31
75356,1208.56
75357,1560.49
75358,2804.29
75359,1340.89
75360,1626.21
75361,1138.84
75362,881.32
75363,709.83
75364,830.96
75365,886.87
75366,1345.24
75367,762.6
75368,896.6
75369,837.42
75370,1305.34
75371,1559.22
75372,816.88
75373,1590.96
75374,1166.68
75375,830.35
75376,3030.54
75377,1483.76
75378,1603.39
75379,999.02
75380,850.11
75381,1392.33
75382,583.09
75383,227.57
75384,1675.98
75385,1695.39
75386,1490.49
75387,890.01
75388,822.62
75389,931.94
75390,1279.33
75391,1401.89
75392,1680.95
75393,862.98
75394,969.08
75395,1304.96
75396,900.06
75397,220.61
75398,562.86
75399,831.24
75400,1272.63
75401,1301.06
75402,1199.57
75403,872.66
75404,1397.78
75405,1262.26
75406,1741.99
75407,2678.09
75408,1505.6
75409,701.61
75410,1618.52
75411,831.99
75412,1198.78
75413,1036.46
75414,939.62
75415,774.12
75416,411.93
75417,1302.01
75418,969.85
75419,1170.41
75420,562.56
75421,2515.91
75422,806.72
75423,1757.69
75424,445.03
75425,940.64
75426,674.6
75427,1347.81
75428,473.37
75429,973.89
75430,1290.82
75431,1336.15
75432,871.89
75433,860.69
75434,809.45
75435,1296.32
75436,793.17
75437,817.53
75438,805.59
75439,843.42
75440,895.81
75441,632.01
75442,1280.84
75443,1256.28
75444,1213.97
75445,1211.93
75446,813.7
75447,848.59
75448,836.68
75449,799.39
75450,1314.22
75451,1222.02
75452,826.11
75453,760.5
75454,941.63
75455,1717.09
75456,1005.95
75457,1263.09
75458,1705.35
75459,444.28
75460,1271.71
75461,576.46
75462,766.72
75463,988.13
75464,1342.02
75465,1266.07
75466,1703.3
75467,932.15
75468,805.34
75469,1429.17
75470,808.68
75471,3111.58
75472,929.98
75473,951.13
75474,3152.65
75475,905.82
75476,839.19
75477,1211.72
75478,388.84
75479,689.26
75480,765.98
75481,365.93
75482,763.61
75483,626.32
75484,1059.94
75485,851.95
75486,826.14
75487,825.92
75488,1439.54
75489,3151.6
75490,813.32
75491,1251.86
75492,2611.94
75493,1013.03
75494,838.18
75495,1268.03
75496,915.87
75497,827.78
75498,741.55
75499,846.64
75500,855.37
75501,860.0
75502,859.99
75503,855.39
75504,862.2
75505,861.99
75506,868.11
75507,499.68
75508,388.91
75509,674.11
75510,941.89
75511,1692.46
75512,859.06
75513,874.75
75514,1271.63
75515,947.44
75516,902.86
75517,809.0
75518,780.55
75519,439.61
75520,816.14
75521,632.01
75522,1590.85
75523,377.42
75524,871.01
75525,474.07
75526,1261.45
75527,1225.38
75528,1242.83
75529,1215.88
75530,805.67
75531,496.77
75532,701.07
75533,1311.39
75534,1203.14
75535,842.09
75536,754.42
75537,643.51
75538,2832.68
75539,477.65
75540,939.83
75541,1521.04
75542,430.11
75543,1196.82
75544,1239.02
75545,759.16
75546,1340.61
75547,1264.09
75548,521.42
75549,523.32
75550,520.19
75551,535.25
75552,535.1
75553,519.87
75554,1314.85
75555,428.71
75556,371.41
75557,1274.09
75558,1759.09
75559,1745.46
75560,1622.67
75561,1664.85
75562,1758.44
75563,835.62
75564,1609.69
75565,864.97
75566,1351.51
75567,882.66
75568,1639.27
75569,1609.74
75570,1735.53
75571,1741.18
75572,1632.51
75573,1675.3
75574,1759.18
75575,1370.43
75576,1656.4
75577,1359.07
75578,1265.03
75579,1110.06
75580,1773.41
75581,1567.51
75582,1630.7
75583,1218.07
75584,1316.19
75585,1709.13
75586,1771.45
75587,3195.88
75588,1576.42
75589,1761.78
75590,1604.33
75591,1421.36
75592,1492.44
75593,1246.33
75594,1610.62
75595,1675.13
75596,950.21
75597,1659.89
75598,1714.89
75599,1619.46
75600,3205.66
75601,1600.92
75602,1230.54
75603,1620.76
75604,1357.88
75605,1610.4
75606,1334.11
75607,907.68
75608,1590.28
75609,1299.47
75610,1592.8
75611,1235.06
75612,1580.97
75613,1639.33
75614,2974.53
75615,885.53
75616,1171.96
75617,1295.48
75618,1356.73
75619,1638.91
75620,1645.72
75621,1651.41
75622,2730.55
75623,3210.96
75624,1334.03
75625,1201.7
75626,1237.14
75627,1278.41
75628,960.89
75629,844.89
75630,1641.56
75631,1361.59
75632,1624.51
75633,1565.1
75634,1716.88
75635,1489.87
75636,1633.76
75637,918.24
75638,1764.15
75639,1624.65
75640,1183.72
75641,1175.58
75642,1599.12
75643,1329.4
75644,1177.35
75645,1108.94
75646,1509.17
75647,2605.74
75648,1737.34
75649,1313.34
75650,1062.55
75651,1398.15
75652,1681.48
75653,2954.43
75654,1780.27
75655,1331.51
75656,1239.49
75657,1325.87
75658,1219.72
75659,1370.5
75660,1327.72
75661,1234.02
75662,969.03
75663,1195.83
75664,1599.72
75665,1009.12
75666,1292.13
75667,1553.25
75668,1449.07
75669,1012.89
75670,1265.6
75671,1193.71
75672,1419.07
75673,1039.94
75674,1587.65
75675,3167.72
75676,1161.11
75677,1456.32
75678,1007.76
75679,1090.15
75680,1390.62
75681,1646.93
75682,1254.68
75683,1567.37
75684,1688.08
75685,1594.11
75686,971.59
75687,1216.75
75688,1716.84
75689,1648.39
75690,1657.53
75691,1468.25
75692,1331.82
75693,1255.39
75694,1462.77
75695,1567.21
75696,1285.1
75697,1710.4
75698,1320.42
75699,1787.95
75700,2944.69
75701,935.58
75702,1680.76
75703,1723.15
75704,1160.64
75705,1710.56
75706,1277.78
75707,1218.13
75708,1712.63
75709,1015.03
75710,1735.78
75711,1616.97
75712,1355.2
75713,1540.72
75714,3121.98
75715,465.06
75716,1363.32
75717,1447.86
75718,2947.57
75719,1634.98
75720,1713.0
75721,967.46
75722,1544.65
75723,3018.08
75724,1676.92
75725,1336.61
75726,2800.3
75727,1021.29
75728,1273.9
75729,1341.37
75730,1161.3
75731,2567.61
75732,1661.02
75733,3182.14
75734,1109.64
75735,1258.39
75736,1633.41
75737,1298.22
75738,933.25
75739,1725.23
75740,1019.5
75741,1498.1
75742,1672.67
75743,1216.58
75744,1350.29
75745,1612.36
75746,920.23
75747,1735.76
75748,1600.5
75749,1672.48
75750,2673.82
75751,1095.56
75752,820.87
75753,1333.19
75754,972.89
75755,1135.65
75756,1253.6
75757,953.4
75758,1281.25
75759,1479.61
75760,1773.52
75761,940.76
75762,1267.31
75763,1035.42
75764,1329.0
75765,1454.02
75766,1123.56
75767,1480.82
75768,1636.97
75769,1619.35
75770,3119.67
75771,3035.48
75772,2999.13
75773,1285.08
75774,2553.23
75775,1347.12
75776,1581.88
75777,1651.9
75778,1672.46
75779,807.64
75780,1676.59
75781,1449.94
75782,470.95
75783,1190.04
75784,1595.02
75785,1732.29
75786,1108.72
75787,3116.83
75788,1206.93
75789,987.34
75790,1540.22
75791,1160.75
75792,1360.92
75793,1610.88
75794,1757.16
75795,2620.16
75796,1286.45
75797,1409.12
75798,1683.7
75799,825.6
75800,1252.32
75801,790.6
75802,1063.08
75803,971.36
75804,1445.83
75805,1103.99
75806,737.14
75807,1685.49
75808,1048.94
75809,1723.82
75810,1448.3
75811,768.98
75812,1663.83
75813,1751.93
75814,1687.58
75815,1373.31
75816,930.66
75817,2770.58
75818,1613.25
75819,1092.79
75820,1657.33
75821,728.33
75822,857.99
75823,1336.54
75824,1339.67
75825,1278.31
75826,802.35
75827,1031.47
75828,1629.96
75829,810.77
75830,1286.05
75831,1447.12
75832,1141.99
75833,1183.05
75834,1731.95
75835,1714.01
75836,1574.57
75837,1759.38
75838,1690.72
75839,1341.49
75840,1009.75
75841,1566.93
75842,919.31
75843,1679.7
75844,1647.13
75845,1418.5
75846,1634.14
75847,1129.66
75848,825.61
75849,988.37
75850,1595.31
75851,1681.57
75852,3119.6
75853,3003.62
75854,1257.12
75855,2944.96
75856,1404.27
75857,1636.86
75858,778.83
75859,1062.12
75860,1313.77
75861,1119.59
75862,974.75
75863,2772.45
75864,856.4
75865,1305.39
75866,1625.42
75867,1350.49
75868,949.94
75869,2701.0
75870,1335.09
75871,918.58
75872,790.51
75873,1128.06
75874,1756.27
75875,3095.04
75876,1346.93
75877,767.69
75878,1211.61
75879,1732.69
75880,1136.56
75881,1322.44
75882,1246.43
75883,3055.88
75884,1659.93
75885,1483.96
75886,1324.73
75887,1048.12
75888,1603.9
75889,998.69
75890,689.1
75891,1034.88
75892,1141.05
75893,2855.57
75894,1250.83
75895,731.88
75896,951.95
75897,1171.46
75898,1231.07
75899,2855.0
75900,1353.37
75901,868.53
75902,848.9
75903,1741.49
75904,1721.61
75905,1738.66
75906,1410.3
75907,712.28
75908,1463.89
75909,1660.97
75910,1714.34
75911,1120.79
75912,1671.11
75913,1753.69
75914,1669.94
75915,1587.13
75916,1471.48
75917,937.58
75918,1296.79
75919,1719.4
75920,892.04
75921,428.68
75922,1319.17
75923,1708.68
75924,1385.97
75925,1656.02
75926,858.17
75927,451.71
75928,1300.76
75929,1725.1
75930,623.94
75931,1705.82
75932,3168.89
75933,1436.85
75934,1109.97
75935,2777.2
75936,1009.76
75937,2501.76
75938,1179.31
75939,3176.76
75940,852.72
75941,3019.65
75942,3007.29
75943,3159.55
75944,2606.23
75945,1024.32
75946,1596.35
75947,1662.07
75948,77.84
75949,1661.75
75950,3214.23
75951,763.35
75952,1087.26
75953,1737.8
75954,1328.72
75955,982.31
75956,1731.08
75957,165.06
75958,1365.4
75959,428.65
75960,1636.91
75961,688.92
75962,1075.13
75963,3039.49
75964,3092.82
75965,762.24
75966,1144.45
75967,1344.93
75968,1044.6
75969,836.05
75970,999.83
75971,1742.23
75972,1665.94
75973,856.85
75974,851.38
75975,1216.29
75976,1614.51
75977,1304.46
75978,1692.67
75979,1755.11
75980,882.4
75981,1109.89
75982,1374.32
75983,852.48
75984,1164.88
75985,3005.3
75986,992.38
75987,2912.57
75988,739.09
75989,1070.73
75990,1626.47
75991,434.8
75992,1729.61
75993,977.16
75994,3124.6
75995,1672.44
75996,475.62
75997,2798.64
75998,571.14
75999,477.07
76000,1478.9
76001,1671.56
76002,1480.03
76003,857.8
76004,1618.59
76005,1433.11
76006,1243.88
76007,847.9
76008,1647.53
76009,871.28
76010,1321.88
76011,2857.41
76012,1332.48
76013,1763.05
76014,1672.96
76015,1081.41
76016,1760.88
76017,1033.1
76018,797.37
76019,1718.41
76020,1756.62
76021,884.47
76022,1249.26
76023,1718.33
76024,1716.1
76025,1636.67
76026,1332.63
76027,308.89
76028,1481.37
76029,1775.98
76030,1462.17
76031,1187.71
76032,708.96
76033,793.63
76034,874.92
76035,705.83
76036,1011.94
76037,565.44
76038,2735.82
76039,1732.53
76040,1463.17
76041,1678.6
76042,1755.29
76043,1339.63
76044,1353.6
76045,2821.62
76046,783.94
76047,1692.16
76048,1502.63
76049,1501.96
76050,1596.18
76051,1355.55
76052,1645.4
76053,500.96
76054,760.44
76055,736.48
76056,1586.51
76057,1326.23
76058,1596.11
76059,2853.07
76060,983.1
76061,1267.7
76062,1597.37
76063,1625.49
76064,1144.43
76065,1242.59
76066,1694.26
76067,1329.67
76068,980.4
76069,1305.6
76070,353.67
76071,2936.4
76072,2983.07
76073,858.03
76074,1614.21
76075,1360.81
76076,1366.41
76077,1685.37
76078,1180.38
76079,503.38
76080,1154.71
76081,1144.54
76082,837.6
76083,1682.22
76084,985.88
76085,1683.78
76086,1174.88
76087,1474.07
76088,1021.09
76089,1441.6
76090,1074.5
76091,1617.01
76092,1776.71
76093,1012.72
76094,826.42
76095,1626.51
76096,2941.57
76097,1346.62
76098,1330.44
76099,651.07
76100,477.96
76101,1090.66
76102,1467.61
76103,1396.29
76104,703.26
76105,1119.22
76106,770.58
76107,761.19
76108,1242.89
