state_code,county_code,site_number,latitude,longitude,parameter_code,validity_indicator,parameter,sample_duration,arithmetic_mean,units_of_measure,date_local,aqi
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,14.0,Micrograms/cubic meter (25 C),2023-09-06,13.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,7.416667,Micrograms/cubic meter (25 C),2023-09-07,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,7.0,Micrograms/cubic meter (25 C),2023-09-07,6.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,9.4125,Micrograms/cubic meter (25 C),2023-09-08,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,9.0,Micrograms/cubic meter (25 C),2023-09-08,8.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,15.733333,Micrograms/cubic meter (25 C),2023-09-09,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,15.0,Micrograms/cubic meter (25 C),2023-09-09,14.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,16.883333,Micrograms/cubic meter (25 C),2023-09-10,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,16.0,Micrograms/cubic meter (25 C),2023-09-10,15.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,12.466667,Micrograms/cubic meter (25 C),2023-09-11,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,12.0,Micrograms/cubic meter (25 C),2023-09-11,11.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,11.391667,Micrograms/cubic meter (25 C),2023-09-12,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,11.0,Micrograms/cubic meter (25 C),2023-09-12,10.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,9.129167,Micrograms/cubic meter (25 C),2023-09-13,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,9.0,Micrograms/cubic meter (25 C),2023-09-13,8.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,12.695833,Micrograms/cubic meter (25 C),2023-09-14,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,12.0,Micrograms/cubic meter (25 C),2023-09-14,11.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,14.925,Micrograms/cubic meter (25 C),2023-09-15,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,14.0,Micrograms/cubic meter (25 C),2023-09-15,13.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,17.916667,Micrograms/cubic meter (25 C),2023-09-16,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,17.0,Micrograms/cubic meter (25 C),2023-09-16,16.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,15.775,Micrograms/cubic meter (25 C),2023-09-17,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,15.0,Micrograms/cubic meter (25 C),2023-09-17,14.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,16.920833,Micrograms/cubic meter (25 C),2023-09-18,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,16.0,Micrograms/cubic meter (25 C),2023-09-18,15.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,17.791667,Micrograms/cubic meter (25 C),2023-09-19,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,17.0,Micrograms/cubic meter (25 C),2023-09-19,16.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,24.783333,Micrograms/cubic meter (25 C),2023-09-20,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,24.0,Micrograms/cubic meter (25 C),2023-09-20,22.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,27.554167,Micrograms/cubic meter (25 C),2023-09-21,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,27.0,Micrograms/cubic meter (25 C),2023-09-21,25.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,20.295833,Micrograms/cubic meter (25 C),2023-09-22,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,20.0,Micrograms/cubic meter (25 C),2023-09-22,19.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,23.275,Micrograms/cubic meter (25 C),2023-09-23,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,23.0,Micrograms/cubic meter (25 C),2023-09-23,21.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,22.783333,Micrograms/cubic meter (25 C),2023-09-24,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,22.0,Micrograms/cubic meter (25 C),2023-09-24,20.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,20.608333,Micrograms/cubic meter (25 C),2023-09-25,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,20.0,Micrograms/cubic meter (25 C),2023-09-25,19.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,10.908333,Micrograms/cubic meter (25 C),2023-09-26,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,10.0,Micrograms/cubic meter (25 C),2023-09-26,9.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,12.954167,Micrograms/cubic meter (25 C),2023-09-27,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,12.0,Micrograms/cubic meter (25 C),2023-09-27,11.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,19.5625,Micrograms/cubic meter (25 C),2023-09-28,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,19.0,Micrograms/cubic meter (25 C),2023-09-28,18.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,18.808696,Micrograms/cubic meter (25 C),2023-09-29,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,18.0,Micrograms/cubic meter (25 C),2023-09-29,17.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,27.104167,Micrograms/cubic meter (25 C),2023-09-30,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,27.0,Micrograms/cubic meter (25 C),2023-09-30,25.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,22.658333,Micrograms/cubic meter (25 C),2023-10-01,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,22.0,Micrograms/cubic meter (25 C),2023-10-01,20.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,23.529167,Micrograms/cubic meter (25 C),2023-10-02,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,23.0,Micrograms/cubic meter (25 C),2023-10-02,21.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,30.1875,Micrograms/cubic meter (25 C),2023-10-03,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,30.0,Micrograms/cubic meter (25 C),2023-10-03,28.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,27.2375,Micrograms/cubic meter (25 C),2023-10-04,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,27.0,Micrograms/cubic meter (25 C),2023-10-04,25.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,21.008333,Micrograms/cubic meter (25 C),2023-10-05,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,21.0,Micrograms/cubic meter (25 C),2023-10-05,19.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,16.366667,Micrograms/cubic meter (25 C),2023-10-06,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,16.0,Micrograms/cubic meter (25 C),2023-10-06,15.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,7.233333,Micrograms/cubic meter (25 C),2023-10-07,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,7.0,Micrograms/cubic meter (25 C),2023-10-07,6.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,7.570833,Micrograms/cubic meter (25 C),2023-10-08,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,7.0,Micrograms/cubic meter (25 C),2023-10-08,6.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,18.429167,Micrograms/cubic meter (25 C),2023-10-09,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,18.0,Micrograms/cubic meter (25 C),2023-10-09,17.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,18.725,Micrograms/cubic meter (25 C),2023-10-10,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,18.0,Micrograms/cubic meter (25 C),2023-10-10,17.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,20.225,Micrograms/cubic meter (25 C),2023-10-11,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,20.0,Micrograms/cubic meter (25 C),2023-10-11,19.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,5.891667,Micrograms/cubic meter (25 C),2023-10-12,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,5.0,Micrograms/cubic meter (25 C),2023-10-12,5.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,5.654167,Micrograms/cubic meter (25 C),2023-10-13,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,5.0,Micrograms/cubic meter (25 C),2023-10-13,5.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,4.466667,Micrograms/cubic meter (25 C),2023-10-14,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,4.0,Micrograms/cubic meter (25 C),2023-10-14,4.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,4.958333,Micrograms/cubic meter (25 C),2023-10-15,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,4.0,Micrograms/cubic meter (25 C),2023-10-15,4.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,10.816667,Micrograms/cubic meter (25 C),2023-10-16,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,10.0,Micrograms/cubic meter (25 C),2023-10-16,9.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,13.743478,Micrograms/cubic meter (25 C),2023-10-17,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,13.0,Micrograms/cubic meter (25 C),2023-10-17,12.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,16.054167,Micrograms/cubic meter (25 C),2023-10-18,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,16.0,Micrograms/cubic meter (25 C),2023-10-18,15.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,23.904167,Micrograms/cubic meter (25 C),2023-10-19,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,23.0,Micrograms/cubic meter (25 C),2023-10-19,21.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,30.420833,Micrograms/cubic meter (25 C),2023-10-20,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,30.0,Micrograms/cubic meter (25 C),2023-10-20,28.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,16.808333,Micrograms/cubic meter (25 C),2023-10-21,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,16.0,Micrograms/cubic meter (25 C),2023-10-21,15.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,12.683333,Micrograms/cubic meter (25 C),2023-10-22,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,12.0,Micrograms/cubic meter (25 C),2023-10-22,11.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,16.483333,Micrograms/cubic meter (25 C),2023-10-23,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,16.0,Micrograms/cubic meter (25 C),2023-10-23,15.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,24.379167,Micrograms/cubic meter (25 C),2023-10-24,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,24.0,Micrograms/cubic meter (25 C),2023-10-24,22.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,19.254167,Micrograms/cubic meter (25 C),2023-10-25,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,19.0,Micrograms/cubic meter (25 C),2023-10-25,18.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,14.4625,Micrograms/cubic meter (25 C),2023-10-26,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,14.0,Micrograms/cubic meter (25 C),2023-10-26,13.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,14.245833,Micrograms/cubic meter (25 C),2023-10-27,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,14.0,Micrograms/cubic meter (25 C),2023-10-27,13.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,9.183333,Micrograms/cubic meter (25 C),2023-10-28,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,9.0,Micrograms/cubic meter (25 C),2023-10-28,8.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,11.470833,Micrograms/cubic meter (25 C),2023-10-29,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,11.0,Micrograms/cubic meter (25 C),2023-10-29,10.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,17.616667,Micrograms/cubic meter (25 C),2023-10-30,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,17.0,Micrograms/cubic meter (25 C),2023-10-30,16.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,1 HOUR,14.375,Micrograms/cubic meter (25 C),2023-10-31,
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24-HR BLK AVG,14.0,Micrograms/cubic meter (25 C),2023-10-31,13.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,1.520833,Micrograms/cubic meter (LC),2023-05-01,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,1.5,Micrograms/cubic meter (LC),2023-05-01,8.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,2.833333,Micrograms/cubic meter (LC),2023-05-02,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,2.8,Micrograms/cubic meter (LC),2023-05-02,16.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,3.104167,Micrograms/cubic meter (LC),2023-05-03,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,3.1,Micrograms/cubic meter (LC),2023-05-03,17.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,7.0,Micrograms/cubic meter (LC),2023-05-04,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,7.0,Micrograms/cubic meter (LC),2023-05-04,39.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,7.841667,Micrograms/cubic meter (LC),2023-05-05,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,7.8,Micrograms/cubic meter (LC),2023-05-05,43.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,13.608333,Micrograms/cubic meter (LC),2023-05-06,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,13.6,Micrograms/cubic meter (LC),2023-05-06,59.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,13.629167,Micrograms/cubic meter (LC),2023-05-07,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,13.6,Micrograms/cubic meter (LC),2023-05-07,59.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,7.979167,Micrograms/cubic meter (LC),2023-05-08,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,7.9,Micrograms/cubic meter (LC),2023-05-08,44.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,8.568182,Micrograms/cubic meter (LC),2023-05-09,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,8.5,Micrograms/cubic meter (LC),2023-05-09,47.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,7.691667,Micrograms/cubic meter (LC),2023-05-10,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,7.6,Micrograms/cubic meter (LC),2023-05-10,42.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,10.416667,Micrograms/cubic meter (LC),2023-05-11,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,10.4,Micrograms/cubic meter (LC),2023-05-11,53.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,13.3875,Micrograms/cubic meter (LC),2023-05-12,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,13.3,Micrograms/cubic meter (LC),2023-05-12,59.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,13.079167,Micrograms/cubic meter (LC),2023-05-13,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,13.0,Micrograms/cubic meter (LC),2023-05-13,58.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,7.916667,Micrograms/cubic meter (LC),2023-05-14,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,7.9,Micrograms/cubic meter (LC),2023-05-14,44.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,6.475,Micrograms/cubic meter (LC),2023-05-15,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,6.4,Micrograms/cubic meter (LC),2023-05-15,36.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,9.0625,Micrograms/cubic meter (LC),2023-05-16,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,9.0,Micrograms/cubic meter (LC),2023-05-16,50.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,6.6125,Micrograms/cubic meter (LC),2023-05-17,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,6.6,Micrograms/cubic meter (LC),2023-05-17,37.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,8.554167,Micrograms/cubic meter (LC),2023-05-18,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,8.5,Micrograms/cubic meter (LC),2023-05-18,47.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,25.745833,Micrograms/cubic meter (LC),2023-05-19,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,25.7,Micrograms/cubic meter (LC),2023-05-19,82.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,6.1875,Micrograms/cubic meter (LC),2023-05-20,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,6.1,Micrograms/cubic meter (LC),2023-05-20,34.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,8.325,Micrograms/cubic meter (LC),2023-05-21,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,8.3,Micrograms/cubic meter (LC),2023-05-21,46.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,10.4,Micrograms/cubic meter (LC),2023-05-22,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,10.4,Micrograms/cubic meter (LC),2023-05-22,53.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,11.316667,Micrograms/cubic meter (LC),2023-05-23,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,11.3,Micrograms/cubic meter (LC),2023-05-23,55.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,11.843478,Micrograms/cubic meter (LC),2023-05-24,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,11.8,Micrograms/cubic meter (LC),2023-05-24,56.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,5.5375,Micrograms/cubic meter (LC),2023-05-25,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,5.5,Micrograms/cubic meter (LC),2023-05-25,31.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,6.3,Micrograms/cubic meter (LC),2023-05-26,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,6.3,Micrograms/cubic meter (LC),2023-05-26,35.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,7.558333,Micrograms/cubic meter (LC),2023-05-27,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,7.5,Micrograms/cubic meter (LC),2023-05-27,42.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,7.583333,Micrograms/cubic meter (LC),2023-05-28,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,7.5,Micrograms/cubic meter (LC),2023-05-28,42.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,7.991667,Micrograms/cubic meter (LC),2023-05-29,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,7.9,Micrograms/cubic meter (LC),2023-05-29,44.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,9.2625,Micrograms/cubic meter (LC),2023-05-30,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,9.2,Micrograms/cubic meter (LC),2023-05-30,51.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,10.6125,Micrograms/cubic meter (LC),2023-05-31,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,10.6,Micrograms/cubic meter (LC),2023-05-31,54.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,12.979167,Micrograms/cubic meter (LC),2023-06-01,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,12.9,Micrograms/cubic meter (LC),2023-06-01,58.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,12.545833,Micrograms/cubic meter (LC),2023-06-02,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,12.5,Micrograms/cubic meter (LC),2023-06-02,57.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,14.170833,Micrograms/cubic meter (LC),2023-06-03,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,14.1,Micrograms/cubic meter (LC),2023-06-03,60.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,45.775,Micrograms/cubic meter (LC),2023-06-04,
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,45.7,Micrograms/cubic meter (LC),2023-06-04,126.0
55,025,0047,43.0733,-89.4358,88101,Y,PM2.5 - Local Conditions,1 HOUR,30.7375,Micrograms/cubic meter (LC),2023-06-05,
