state_code,county_code,site_number,latitude,longitude,parameter_code,validity_indicator,parameter,sample_duration,arithmetic_mean,units_of_measure,date_local,aqi
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,3.5,Micrograms/cubic meter (LC),2013-08-04,19.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,5.791667,Micrograms/cubic meter (LC),2013-08-05,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,5.7,Micrograms/cubic meter (LC),2013-08-05,32.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,7.625,Micrograms/cubic meter (LC),2013-08-06,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,7.6,Micrograms/cubic meter (LC),2013-08-06,42.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,6.166667,Micrograms/cubic meter (LC),2013-08-07,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,6.1,Micrograms/cubic meter (LC),2013-08-07,34.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,7.0,Micrograms/cubic meter (LC),2013-08-08,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,7.0,Micrograms/cubic meter (LC),2013-08-08,39.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,7.166667,Micrograms/cubic meter (LC),2013-08-09,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,7.1,Micrograms/cubic meter (LC),2013-08-09,39.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,5.583333,Micrograms/cubic meter (LC),2013-08-10,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,5.5,Micrograms/cubic meter (LC),2013-08-10,31.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,9.125,Micrograms/cubic meter (LC),2013-08-11,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,9.1,Micrograms/cubic meter (LC),2013-08-11,51.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,8.75,Micrograms/cubic meter (LC),2013-08-12,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,8.7,Micrograms/cubic meter (LC),2013-08-12,48.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,3.208333,Micrograms/cubic meter (LC),2013-08-13,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,3.2,Micrograms/cubic meter (LC),2013-08-13,18.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,4.291667,Micrograms/cubic meter (LC),2013-08-14,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,4.2,Micrograms/cubic meter (LC),2013-08-14,23.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,5.208333,Micrograms/cubic meter (LC),2013-08-15,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,5.2,Micrograms/cubic meter (LC),2013-08-15,29.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,8.041667,Micrograms/cubic meter (LC),2013-08-16,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,8.0,Micrograms/cubic meter (LC),2013-08-16,44.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,10.166667,Micrograms/cubic meter (LC),2013-08-17,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,10.1,Micrograms/cubic meter (LC),2013-08-17,53.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,10.166667,Micrograms/cubic meter (LC),2013-08-18,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,10.1,Micrograms/cubic meter (LC),2013-08-18,53.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,14.25,Micrograms/cubic meter (LC),2013-08-19,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,14.2,Micrograms/cubic meter (LC),2013-08-19,61.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,14.5,Micrograms/cubic meter (LC),2013-08-20,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,14.5,Micrograms/cubic meter (LC),2013-08-20,61.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,13.041667,Micrograms/cubic meter (LC),2013-08-21,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,13.0,Micrograms/cubic meter (LC),2013-08-21,58.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,9.875,Micrograms/cubic meter (LC),2013-08-22,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,9.8,Micrograms/cubic meter (LC),2013-08-22,52.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,6.363636,Micrograms/cubic meter (LC),2013-08-23,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,6.3,Micrograms/cubic meter (LC),2013-08-23,35.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,8.0,Micrograms/cubic meter (LC),2013-08-24,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,8.0,Micrograms/cubic meter (LC),2013-08-24,44.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,12.166667,Micrograms/cubic meter (LC),2013-08-25,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,12.1,Micrograms/cubic meter (LC),2013-08-25,57.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,12.083333,Micrograms/cubic meter (LC),2013-08-26,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,12.0,Micrograms/cubic meter (LC),2013-08-26,56.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,9.666667,Micrograms/cubic meter (LC),2013-08-27,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,9.6,Micrograms/cubic meter (LC),2013-08-27,52.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,5.666667,Micrograms/cubic meter (LC),2013-08-28,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,5.6,Micrograms/cubic meter (LC),2013-08-28,31.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,8.75,Micrograms/cubic meter (LC),2013-08-29,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,8.7,Micrograms/cubic meter (LC),2013-08-29,48.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,9.291667,Micrograms/cubic meter (LC),2013-08-30,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,9.2,Micrograms/cubic meter (LC),2013-08-30,51.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,5.083333,Micrograms/cubic meter (LC),2013-08-31,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,5.0,Micrograms/cubic meter (LC),2013-08-31,28.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,6.458333,Micrograms/cubic meter (LC),2013-09-01,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,6.4,Micrograms/cubic meter (LC),2013-09-01,36.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,1.416667,Micrograms/cubic meter (LC),2013-09-02,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,1.4,Micrograms/cubic meter (LC),2013-09-02,8.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,1.708333,Micrograms/cubic meter (LC),2013-09-03,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,1.7,Micrograms/cubic meter (LC),2013-09-03,9.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,2.708333,Micrograms/cubic meter (LC),2013-09-04,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,2.7,Micrograms/cubic meter (LC),2013-09-04,15.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,3.5,Micrograms/cubic meter (LC),2013-09-05,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,3.5,Micrograms/cubic meter (LC),2013-09-05,19.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,5.708333,Micrograms/cubic meter (LC),2013-09-06,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,5.7,Micrograms/cubic meter (LC),2013-09-06,32.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,15.083333,Micrograms/cubic meter (LC),2013-09-07,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,15.0,Micrograms/cubic meter (LC),2013-09-07,62.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,9.083333,Micrograms/cubic meter (LC),2013-09-08,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,9.0,Micrograms/cubic meter (LC),2013-09-08,50.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,16.090909,Micrograms/cubic meter (LC),2013-09-09,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,16.0,Micrograms/cubic meter (LC),2013-09-09,64.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,9.125,Micrograms/cubic meter (LC),2013-09-10,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,9.1,Micrograms/cubic meter (LC),2013-09-10,51.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,2.875,Micrograms/cubic meter (LC),2013-09-11,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,2.8,Micrograms/cubic meter (LC),2013-09-11,16.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,4.0,Micrograms/cubic meter (LC),2013-09-12,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,4.0,Micrograms/cubic meter (LC),2013-09-12,22.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,2.875,Micrograms/cubic meter (LC),2013-09-13,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,2.8,Micrograms/cubic meter (LC),2013-09-13,16.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,3.583333,Micrograms/cubic meter (LC),2013-09-14,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,3.5,Micrograms/cubic meter (LC),2013-09-14,19.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,2.833333,Micrograms/cubic meter (LC),2013-09-15,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,2.8,Micrograms/cubic meter (LC),2013-09-15,16.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,2.125,Micrograms/cubic meter (LC),2013-09-16,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,2.1,Micrograms/cubic meter (LC),2013-09-16,12.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,6.75,Micrograms/cubic meter (LC),2013-09-17,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,6.7,Micrograms/cubic meter (LC),2013-09-17,37.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,11.458333,Micrograms/cubic meter (LC),2013-09-18,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,11.4,Micrograms/cubic meter (LC),2013-09-18,55.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,9.5,Micrograms/cubic meter (LC),2013-09-19,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,9.5,Micrograms/cubic meter (LC),2013-09-19,52.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,2.958333,Micrograms/cubic meter (LC),2013-09-20,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,2.9,Micrograms/cubic meter (LC),2013-09-20,16.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,4.166667,Micrograms/cubic meter (LC),2013-09-21,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,4.1,Micrograms/cubic meter (LC),2013-09-21,23.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,4.875,Micrograms/cubic meter (LC),2013-09-22,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,4.8,Micrograms/cubic meter (LC),2013-09-22,27.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,4.583333,Micrograms/cubic meter (LC),2013-09-23,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,4.5,Micrograms/cubic meter (LC),2013-09-23,25.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,9.875,Micrograms/cubic meter (LC),2013-09-24,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,9.8,Micrograms/cubic meter (LC),2013-09-24,52.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,12.636364,Micrograms/cubic meter (LC),2013-09-25,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,12.6,Micrograms/cubic meter (LC),2013-09-25,58.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,14.041667,Micrograms/cubic meter (LC),2013-09-26,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,14.0,Micrograms/cubic meter (LC),2013-09-26,60.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,12.583333,Micrograms/cubic meter (LC),2013-09-27,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,12.5,Micrograms/cubic meter (LC),2013-09-27,57.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,8.25,Micrograms/cubic meter (LC),2013-09-28,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,8.2,Micrograms/cubic meter (LC),2013-09-28,46.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,3.041667,Micrograms/cubic meter (LC),2013-09-29,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,3.0,Micrograms/cubic meter (LC),2013-09-29,17.0
55,025,0041,43.10101,-89.35768,88502,N,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,6.2,Micrograms/cubic meter (LC),2013-09-30,
55,025,0041,43.10101,-89.35768,88502,N,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,2.571429,Micrograms/cubic meter (LC),2013-10-06,
55,025,0041,43.10101,-89.35768,88502,N,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,0.8,Micrograms/cubic meter (LC),2013-10-07,
55,025,0041,43.10101,-89.35768,88502,N,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,5.615385,Micrograms/cubic meter (LC),2013-10-09,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,12.0,Micrograms/cubic meter (LC),2013-10-10,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,12.0,Micrograms/cubic meter (LC),2013-10-10,56.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,17.041667,Micrograms/cubic meter (LC),2013-10-11,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,17.0,Micrograms/cubic meter (LC),2013-10-11,66.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,8.458333,Micrograms/cubic meter (LC),2013-10-12,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,8.4,Micrograms/cubic meter (LC),2013-10-12,47.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,3.25,Micrograms/cubic meter (LC),2013-10-13,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,3.2,Micrograms/cubic meter (LC),2013-10-13,18.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,4.083333,Micrograms/cubic meter (LC),2013-10-14,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,4.0,Micrograms/cubic meter (LC),2013-10-14,22.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,6.458333,Micrograms/cubic meter (LC),2013-10-15,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,6.4,Micrograms/cubic meter (LC),2013-10-15,36.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,1.416667,Micrograms/cubic meter (LC),2013-10-16,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,1.4,Micrograms/cubic meter (LC),2013-10-16,8.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,6.208333,Micrograms/cubic meter (LC),2013-10-17,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,6.2,Micrograms/cubic meter (LC),2013-10-17,34.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,5.375,Micrograms/cubic meter (LC),2013-10-18,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,5.3,Micrograms/cubic meter (LC),2013-10-18,29.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,4.458333,Micrograms/cubic meter (LC),2013-10-19,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,4.4,Micrograms/cubic meter (LC),2013-10-19,24.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,4.25,Micrograms/cubic meter (LC),2013-10-20,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,4.2,Micrograms/cubic meter (LC),2013-10-20,23.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,2.791667,Micrograms/cubic meter (LC),2013-10-21,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,2.7,Micrograms/cubic meter (LC),2013-10-21,15.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,2.625,Micrograms/cubic meter (LC),2013-10-22,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,2.6,Micrograms/cubic meter (LC),2013-10-22,14.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,3.291667,Micrograms/cubic meter (LC),2013-10-23,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,3.2,Micrograms/cubic meter (LC),2013-10-23,18.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,2.791667,Micrograms/cubic meter (LC),2013-10-24,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,2.7,Micrograms/cubic meter (LC),2013-10-24,15.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,4.041667,Micrograms/cubic meter (LC),2013-10-25,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,4.0,Micrograms/cubic meter (LC),2013-10-25,22.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,2.666667,Micrograms/cubic meter (LC),2013-10-26,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,2.6,Micrograms/cubic meter (LC),2013-10-26,14.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,4.916667,Micrograms/cubic meter (LC),2013-10-27,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,4.9,Micrograms/cubic meter (LC),2013-10-27,27.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,3.434783,Micrograms/cubic meter (LC),2013-10-28,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,3.4,Micrograms/cubic meter (LC),2013-10-28,19.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,9.208333,Micrograms/cubic meter (LC),2013-10-29,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,9.2,Micrograms/cubic meter (LC),2013-10-29,51.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,19.416667,Micrograms/cubic meter (LC),2013-10-30,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,19.4,Micrograms/cubic meter (LC),2013-10-30,70.0
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,3.208333,Micrograms/cubic meter (LC),2013-10-31,
55,025,0041,43.10101,-89.35768,88502,Y,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,3.2,Micrograms/cubic meter (LC),2013-10-31,18.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24 HOUR,29.0,Micrograms/cubic meter (25 C),2013-05-01,27.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24 HOUR,18.0,Micrograms/cubic meter (25 C),2013-05-04,17.0
55,025,0047,43.0733,-89.4358,81102,Y,PM10 Total 0-10um STP,24 HOUR,10.0,Micrograms/cubic meter (25 C),2013-05-10,9.0
